transaction_id,amount_inr,decline_reason,payment_method,baseline_selected_schedule,baseline_success,baseline_recovered_inr,smart_retry_selected_hours,smart_retry_probability,smart_retry_confidence,smart_retry_success,smart_retry_recovered_inr,incremental_recovery_inr
TX000084,1102.91,insufficient_funds,UPI,24.0,True,1102.91,24.0,0.532999164578112,Medium,True,1102.91,0.0
TX000085,641.76,transaction_limit_exceeded,UPI,48.0,True,641.76,24.0,0.22814355099838096,Low,False,0.0,-641.76
TX000086,2289.86,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX000087,1814.57,transaction_daily_limit_exceeded,Credit Card,72.0,True,1814.57,48.0,0.3890183028286189,Low,False,0.0,-1814.57
TX000088,777.56,gateway_technical_error,Credit Card,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX000089,891.39,payment_timed_out,UPI,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX000091,767.82,issuer_technical_error,Credit Card,,False,0.0,1.0,0.7306273062730627,High,False,0.0,0.0
TX000092,11138.26,card_declined,Debit Card,,False,0.0,0.5,0.0423728813559322,Low,False,0.0,0.0
TX000093,839.04,payment_timed_out,UPI,,False,0.0,0.5,0.8518518518518519,High,True,839.04,839.04
TX000097,1042.23,issuer_technical_error,UPI,72.0,True,1042.23,1.0,0.835820895522388,High,False,0.0,-1042.23
TX000099,16274.53,payment_timed_out,Credit Card,,False,0.0,0.25,0.5796460176991151,High,False,0.0,0.0
TX000101,1032.31,bank_technical_error,Credit Card,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX000102,3099.89,insufficient_funds,Debit Card,,False,0.0,24.0,0.40594059405940597,Medium,False,0.0,0.0
TX000104,549.53,insufficient_funds,UPI,48.0,True,549.53,24.0,0.532999164578112,Medium,False,0.0,-549.53
TX000105,17011.55,bank_technical_error,Debit Card,,False,0.0,0.25,0.9428571428571428,High,False,0.0,0.0
TX000106,896.64,card_declined,UPI,,False,0.0,2.0,0.2216867469879518,Low,True,896.64,896.64
TX000107,1091.52,bank_technical_error,Net Banking,,False,0.0,0.25,0.835820895522388,High,True,1091.52,1091.52
TX000108,562.88,issuer_technical_error,UPI,,False,0.0,1.0,0.835820895522388,High,True,562.88,562.88
TX000109,248.12,insufficient_funds,UPI,48.0,True,248.12,24.0,0.45913461538461536,Medium,False,0.0,-248.12
TX000110,415.16,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.25,0.551362683438155,High,True,415.16,415.16
TX000112,34141.82,bank_technical_error,Net Banking,,False,0.0,0.5,0.6390374331550804,High,True,34141.82,34141.82
TX000114,523.15,payment_timed_out,Credit Card,24.0,True,523.15,0.25,0.6390374331550804,High,True,523.15,0.0
TX000115,843.65,insufficient_funds,Credit Card,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000116,2656.53,gateway_technical_error,Debit Card,72.0,True,2656.53,0.5,0.8518518518518519,High,True,2656.53,0.0
TX000117,19989.21,transaction_daily_limit_exceeded,Credit Card,24.0,True,19989.21,48.0,0.3890183028286189,Low,False,0.0,-19989.21
TX000119,526.83,card_declined,Credit Card,,False,0.0,0.5,0.22814355099838096,Low,True,526.83,526.83
TX000120,1080.29,transaction_daily_limit_exceeded,Debit Card,48.0,True,1080.29,48.0,0.2914572864321608,Low,True,1080.29,0.0
TX000121,187.44,insufficient_funds,Credit Card,48.0,True,187.44,24.0,0.45913461538461536,Medium,False,0.0,-187.44
TX000122,736.38,payment_timed_out,Credit Card,,False,0.0,1.0,0.6721311475409836,High,True,736.38,736.38
TX000123,1833.78,card_declined,Debit Card,,False,0.0,12.0,0.12338308457711442,Low,True,1833.78,1833.78
TX000124,554.2,transaction_daily_limit_exceeded,UPI,48.0,True,554.2,48.0,0.26593406593406593,Low,True,554.2,0.0
TX000125,17566.8,insufficient_funds,UPI,24.0,True,17566.8,24.0,0.3767123287671233,Low,True,17566.8,0.0
TX000127,1540.85,transaction_limit_exceeded,Debit Card,,False,0.0,48.0,0.2216867469879518,Low,False,0.0,0.0
TX000128,11408.02,transaction_daily_limit_exceeded,Debit Card,24.0,True,11408.02,48.0,0.3890183028286189,Low,True,11408.02,0.0
TX000129,4159.2,card_declined,Credit Card,48.0,True,4159.2,0.25,0.0898876404494382,Low,False,0.0,-4159.2
TX000130,2096.71,transaction_limit_exceeded,UPI,24.0,True,2096.71,4.0,0.22814355099838096,Low,True,2096.71,0.0
TX000131,1227.97,issuer_technical_error,UPI,,False,0.0,0.5,0.551362683438155,High,False,0.0,0.0
TX000132,874.63,transaction_daily_limit_exceeded,Debit Card,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX000133,3478.89,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX000135,2019.01,issuer_technical_error,UPI,,False,0.0,0.5,0.7724137931034484,High,True,2019.01,2019.01
TX000138,258.61,insufficient_funds,Net Banking,24.0,True,258.61,24.0,0.45913461538461536,Medium,True,258.61,0.0
TX000139,11176.47,bank_technical_error,UPI,,False,0.0,0.25,0.9428571428571428,High,True,11176.47,11176.47
TX000140,1771.21,gateway_technical_error,Debit Card,,False,0.0,0.5,0.9428571428571428,High,True,1771.21,1771.21
TX000141,582.46,insufficient_funds,Debit Card,72.0,True,582.46,24.0,0.47667804323094426,Medium,False,0.0,-582.46
TX000143,5341.94,server_error,UPI,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX000144,16043.1,insufficient_funds,UPI,,False,0.0,12.0,0.24770760687072194,Low,False,0.0,0.0
TX000145,10980.11,insufficient_funds,UPI,24.0,True,10980.11,24.0,0.45913461538461536,Medium,True,10980.11,0.0
TX000146,984.93,gateway_technical_error,Net Banking,,False,0.0,0.25,0.7724137931034484,High,True,984.93,984.93
TX000147,601.41,insufficient_funds,Debit Card,24.0,True,601.41,24.0,0.5796460176991151,High,True,601.41,0.0
TX000149,728.56,insufficient_funds,UPI,24.0,True,728.56,24.0,0.3890183028286189,Low,True,728.56,0.0
TX000150,12271.87,card_declined,Net Banking,,False,0.0,2.0,0.19223985890652556,Low,True,12271.87,12271.87
TX000151,1010.32,bank_technical_error,UPI,,False,0.0,0.25,0.8518518518518519,High,True,1010.32,1010.32
TX000152,7829.47,payment_timed_out,Debit Card,,False,0.0,1.0,0.5796460176991151,High,True,7829.47,7829.47
TX000153,7649.23,transaction_daily_limit_exceeded,Net Banking,72.0,True,7649.23,24.0,0.24770760687072194,Low,False,0.0,-7649.23
TX000155,3758.08,server_error,Net Banking,,False,0.0,0.25,0.42406876790830944,Medium,False,0.0,0.0
TX000156,5031.9,payment_timed_out,Credit Card,48.0,True,5031.9,0.25,0.3890183028286189,Low,False,0.0,-5031.9
TX000157,316.16,transaction_limit_exceeded,Credit Card,,False,0.0,48.0,0.23577235772357724,Low,False,0.0,0.0
TX000158,740.33,insufficient_funds,Debit Card,24.0,True,740.33,24.0,0.551362683438155,High,True,740.33,0.0
TX000159,42766.03,gateway_technical_error,Debit Card,,False,0.0,0.5,0.532999164578112,Medium,True,42766.03,42766.03
TX000160,484.14,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.25,0.532999164578112,Medium,True,484.14,484.14
TX000161,12865.65,insufficient_funds,Debit Card,,False,0.0,12.0,0.24770760687072194,Low,False,0.0,0.0
TX000163,14812.57,insufficient_funds,Debit Card,24.0,True,14812.57,24.0,0.3890183028286189,Low,True,14812.57,0.0
TX000164,2938.01,card_declined,UPI,,False,0.0,0.25,0.12338308457711442,Low,False,0.0,0.0
TX000165,1133.72,issuer_technical_error,Debit Card,,False,0.0,1.0,1.0,High,True,1133.72,1133.72
TX000166,18481.15,insufficient_funds,Net Banking,24.0,True,18481.15,24.0,0.3890183028286189,Low,True,18481.15,0.0
TX000167,14506.62,bank_technical_error,Net Banking,,False,0.0,0.25,0.8238341968911918,High,True,14506.62,14506.62
TX000168,1379.99,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX000169,497.96,card_declined,Credit Card,,False,0.0,0.5,0.22814355099838096,Low,True,497.96,497.96
TX000170,12705.66,issuer_technical_error,UPI,,False,0.0,0.5,0.6390374331543502,High,True,12705.66,12705.66
TX000171,18258.4,gateway_technical_error,Credit Card,,False,0.0,0.25,0.6390374331550804,High,False,0.0,0.0
TX000172,12908.89,insufficient_funds,UPI,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000174,18972.54,insufficient_funds,UPI,,False,0.0,24.0,0.3767123287671233,Low,False,0.0,0.0
TX000175,413.8,server_error,Net Banking,,False,0.0,0.25,0.532999164578112,Medium,True,413.8,413.8
TX000176,1407.34,bank_technical_error,UPI,,False,0.0,0.25,0.45913461538461536,Medium,True,1407.34,1407.34
TX000177,521.53,transaction_daily_limit_exceeded,UPI,,False,0.0,48.0,0.25,Low,False,0.0,0.0
TX000178,2163.06,gateway_technical_error,Debit Card,,False,0.0,0.5,0.835820895522388,High,True,2163.06,2163.06
TX000179,1457.83,gateway_technical_error,UPI,,False,0.0,0.25,0.8518518518518519,High,True,1457.83,1457.83
TX000181,1386.45,insufficient_funds,Credit Card,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX000182,648.32,gateway_technical_error,Debit Card,,False,0.0,0.25,0.42406876790830944,Medium,False,0.0,0.0
TX000183,1473.68,server_error,Net Banking,,False,0.0,0.25,0.3890183028286189,Low,True,1473.68,1473.68
TX000185,364.02,payment_timed_out,UPI,,False,0.0,1.0,0.551362683438155,High,True,364.02,364.02
TX000186,31479.91,card_declined,Credit Card,72.0,True,31479.91,4.0,0.16798418972332016,Low,False,0.0,-31479.91
TX000187,61468.34,issuer_technical_error,UPI,,False,0.0,0.5,0.532999164578112,Medium,False,0.0,0.0
TX000188,410.04,insufficient_funds,Net Banking,24.0,True,410.04,24.0,0.6839378238341969,High,True,410.04,0.0
TX000190,538.59,gateway_technical_error,Credit Card,,False,0.0,0.25,0.8518518518518519,High,True,538.59,538.59
TX000191,9647.18,insufficient_funds,UPI,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX000192,1629.56,card_declined,Debit Card,,False,0.0,4.0,0.08774193548387096,Low,True,1629.56,1629.56
TX000193,63984.35,server_error,UPI,,False,0.0,0.25,0.551362683438155,High,True,63984.35,63984.35
TX000196,11551.81,transaction_limit_exceeded,UPI,,False,0.0,24.0,0.2216867469879518,Low,False,0.0,0.0
TX000198,488.91,gateway_technical_error,Credit Card,,False,0.0,0.25,0.8518518518518519,High,True,488.91,488.91
TX000199,1208.2,transaction_limit_exceeded,Debit Card,,False,0.0,48.0,0.22814355099838096,Low,False,0.0,0.0
TX000200,686.65,gateway_technical_error,UPI,,False,0.0,0.5,0.551362683438155,High,True,686.65,686.65
TX000201,59062.7,transaction_limit_exceeded,Debit Card,,False,0.0,48.0,0.0706679574056147,Low,False,0.0,0.0
TX000202,209.47,insufficient_funds,UPI,24.0,True,209.47,24.0,0.6390374331550804,High,True,209.47,0.0
TX000203,443.28,insufficient_funds,UPI,,False,0.0,24.0,0.532999164578112,Medium,False,0.0,0.0
TX000204,415.98,card_declined,Credit Card,,False,0.0,0.5,0.12338308457711442,Low,False,0.0,0.0
TX000206,991.55,transaction_daily_limit_exceeded,Debit Card,24.0,True,991.55,48.0,0.32763532763532766,Low,True,991.55,0.0
TX000207,1173.94,gateway_technical_error,Net Banking,,False,0.0,0.5,0.835820895522388,High,False,0.0,0.0
TX000208,2035.7,insufficient_funds,Debit Card,48.0,True,2035.7,12.0,0.3890183028286189,Low,True,2035.7,0.0
TX000209,802.47,payment_declined_due_to_high_traffic,UPI,,False,0.0,0.5,0.5796460176991151,High,True,802.47,802.47
TX000210,16717.61,insufficient_funds,Credit Card,24.0,True,16717.61,12.0,0.3890183028286189,Low,True,16717.61,0.0
TX000214,784.41,insufficient_funds,Debit Card,72.0,True,784.41,24.0,0.3890183028286189,Low,False,0.0,-784.41
TX000215,11634.76,insufficient_funds,UPI,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000216,1472.49,payment_timed_out,UPI,,False,0.0,1.0,0.7035830618892507,High,False,0.0,0.0
TX000220,833.97,gateway_technical_error,Debit Card,,False,0.0,0.25,0.8809523809523809,High,True,833.97,833.97
TX000221,1022.24,payment_timed_out,Debit Card,,False,0.0,0.25,0.6390374331550804,High,True,1022.24,1022.24
TX000224,493.47,card_declined,UPI,48.0,True,493.47,48.0,0.15339233038348082,Low,True,493.47,0.0
TX000225,2781.76,transaction_limit_exceeded,Debit Card,,False,0.0,24.0,0.22814355099838096,Low,False,0.0,0.0
TX000227,925.4,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX000229,508.63,transaction_daily_limit_exceeded,UPI,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX000230,1056.67,issuer_technical_error,UPI,,False,0.0,0.5,0.7404580152671756,High,True,1056.67,1056.67
TX000231,691.64,transaction_daily_limit_exceeded,Credit Card,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX000232,5173.06,bank_technical_error,Debit Card,,False,0.0,0.25,0.45913461538461536,Medium,False,0.0,0.0
TX000233,1593.74,insufficient_funds,UPI,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000234,554.61,insufficient_funds,Debit Card,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX000235,494.83,insufficient_funds,Credit Card,48.0,True,494.83,12.0,0.3890183028286189,Low,True,494.83,0.0
TX000240,972.62,transaction_limit_exceeded,Debit Card,,False,0.0,48.0,0.16798418972332016,Low,False,0.0,0.0
TX000242,504.15,card_declined,Debit Card,,False,0.0,6.0,0.1711340206185567,Low,True,504.15,504.15
TX000243,1595.83,transaction_limit_exceeded,Debit Card,24.0,True,1595.83,48.0,0.19223985890652556,Low,False,0.0,-1595.83
TX000245,742.59,transaction_limit_exceeded,UPI,,False,0.0,4.0,0.22814355099838096,Low,False,0.0,0.0
TX000246,1699.62,gateway_technical_error,Net Banking,,False,0.0,0.5,0.835820895522388,High,False,0.0,0.0
TX000247,289.9,server_error,Credit Card,72.0,True,289.9,0.25,0.3890183028286189,Low,False,0.0,-289.9
TX000248,3193.8,transaction_daily_limit_exceeded,Debit Card,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX000250,10933.34,payment_timed_out,Credit Card,,False,0.0,0.25,0.47667804323094426,Medium,False,0.0,0.0
TX000251,1039.91,bank_technical_error,UPI,48.0,True,1039.91,0.25,0.8055555555555556,High,False,0.0,-1039.91
TX000252,1774.21,insufficient_funds,Net Banking,24.0,True,1774.21,24.0,0.42406876790830944,Medium,True,1774.21,0.0
TX000253,12418.7,transaction_limit_exceeded,UPI,24.0,True,12418.7,24.0,0.22814355099838096,Low,True,12418.7,0.0
TX000254,534.9,transaction_daily_limit_exceeded,Net Banking,24.0,True,534.9,48.0,0.3890183028286189,Low,True,534.9,0.0
TX000255,429.39,bank_technical_error,UPI,,False,0.0,0.5,0.835820895522388,High,True,429.39,429.39
TX000256,276.03,card_declined,Debit Card,,False,0.0,0.25,0.2216867469879518,Low,False,0.0,0.0
TX000257,945.75,payment_timed_out,UPI,,False,0.0,0.5,0.551362683438155,High,False,0.0,0.0
TX000258,10128.36,insufficient_funds,UPI,24.0,True,10128.36,24.0,0.45913461538461536,Medium,True,10128.36,0.0
TX000259,423.47,insufficient_funds,UPI,72.0,True,423.47,24.0,0.45913461538461536,Medium,False,0.0,-423.47
TX000260,1051.98,gateway_technical_error,Credit Card,,False,0.0,0.5,0.835820895522388,High,True,1051.98,1051.98
TX000261,2747.22,insufficient_funds,UPI,48.0,True,2747.22,24.0,0.3890183028286189,Low,False,0.0,-2747.22
TX000263,2850.26,issuer_technical_error,Debit Card,,False,0.0,0.5,0.6896606420922083,High,False,0.0,0.0
TX000264,1163.39,transaction_limit_exceeded,Credit Card,24.0,True,1163.39,4.0,0.22814355099838096,Low,False,0.0,-1163.39
TX000267,18967.39,card_declined,Credit Card,,False,0.0,4.0,0.16798418972332016,Low,False,0.0,0.0
TX000268,70555.11,payment_timed_out,Credit Card,,False,0.0,1.0,0.42406876790830944,Medium,False,0.0,0.0
TX000269,759.85,payment_timed_out,UPI,,False,0.0,0.25,0.40594059405940597,Medium,True,759.85,759.85
TX000270,1097.11,transaction_limit_exceeded,UPI,72.0,True,1097.11,6.0,0.22814355099838096,Low,False,0.0,-1097.11
TX000271,758.58,card_declined,Credit Card,48.0,True,758.58,0.25,0.22814355099838096,Low,False,0.0,-758.58
TX000272,978.58,insufficient_funds,UPI,24.0,True,978.58,24.0,0.532999164578112,Medium,True,978.58,0.0
TX000276,5570.66,gateway_technical_error,UPI,,False,0.0,0.5,0.551362683438155,High,False,0.0,0.0
TX000278,903.8,payment_timed_out,Credit Card,,False,0.0,0.25,0.6390374331550804,High,True,903.8,903.8
TX000279,300.84,insufficient_funds,UPI,24.0,True,300.84,24.0,0.47667804323094426,Medium,True,300.84,0.0
TX000282,1421.32,bank_technical_error,Debit Card,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX000284,457.99,transaction_limit_exceeded,Debit Card,,False,0.0,24.0,0.22814355099838096,Low,False,0.0,0.0
TX000285,858.49,issuer_technical_error,Credit Card,,False,0.0,0.5,0.6875,High,True,858.49,858.49
TX000286,668.96,insufficient_funds,Net Banking,24.0,True,668.96,24.0,0.532999164578112,Medium,True,668.96,0.0
TX000287,6578.67,server_error,Net Banking,,False,0.0,0.25,0.42406876790830944,Medium,False,0.0,0.0
TX000288,13011.57,transaction_limit_exceeded,Net Banking,48.0,True,13011.57,12.0,0.22814355099838096,Low,False,0.0,-13011.57
TX000289,779.83,transaction_limit_exceeded,Debit Card,48.0,True,779.83,24.0,0.22814355099838096,Low,False,0.0,-779.83
TX000290,1577.65,payment_timed_out,Credit Card,72.0,True,1577.65,0.25,0.6390374331550804,High,True,1577.65,0.0
TX000292,14670.9,card_declined,UPI,72.0,True,14670.9,0.25,0.22814355099838096,Low,False,0.0,-14670.9
TX000293,623.05,transaction_daily_limit_exceeded,UPI,48.0,True,623.05,48.0,0.3890183028286189,Low,True,623.05,0.0
TX000294,18778.37,server_error,UPI,,False,0.0,0.25,0.47667804323094426,Medium,True,18778.37,18778.37
TX000295,1741.66,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.5,0.42406876790830944,Medium,False,0.0,0.0
TX000296,1051.38,card_declined,Net Banking,24.0,True,1051.38,1.0,0.09433962264150944,Low,False,0.0,-1051.38
TX000297,16386.1,bank_technical_error,Debit Card,,False,0.0,0.25,0.8238341968911918,High,False,0.0,0.0
TX000298,17971.18,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.5,0.532999164578112,Medium,True,17971.18,17971.18
TX000300,385.99,insufficient_funds,UPI,48.0,True,385.99,24.0,0.45913461538461536,Medium,False,0.0,-385.99
TX000301,375.05,card_declined,UPI,24.0,True,375.05,0.25,0.12338308457711442,Low,False,0.0,-375.05
TX000303,971.96,insufficient_funds,Net Banking,24.0,True,971.96,24.0,0.551362683438155,High,True,971.96,0.0
TX000304,69524.4,insufficient_funds,UPI,24.0,True,69524.4,24.0,0.3890183028286189,Low,True,69524.4,0.0
TX000305,524.95,card_declined,Debit Card,,False,0.0,2.0,0.06426735218508997,Low,True,524.95,524.95
TX000307,17761.26,insufficient_funds,Credit Card,48.0,True,17761.26,24.0,0.3890183028286189,Low,False,0.0,-17761.26
TX000308,317.65,card_declined,UPI,,False,0.0,0.25,0.2216867469879518,Low,False,0.0,0.0
TX000310,1354.55,transaction_limit_exceeded,Debit Card,48.0,True,1354.55,24.0,0.22814355099838096,Low,False,0.0,-1354.55
TX000311,1526.28,payment_timed_out,Debit Card,,False,0.0,0.25,0.3890183028286189,Low,False,0.0,0.0
TX000312,479.9,issuer_technical_error,Credit Card,,False,0.0,0.5,0.8518518518518519,High,True,479.9,479.9
TX000313,66183.72,transaction_daily_limit_exceeded,UPI,48.0,True,66183.72,48.0,0.24770760687072194,Low,True,66183.72,0.0
TX000315,9262.09,insufficient_funds,UPI,24.0,True,9262.09,24.0,0.47667804323094426,Medium,True,9262.09,0.0
TX000316,2545.04,transaction_limit_exceeded,Debit Card,,False,0.0,4.0,0.22814355099838096,Low,True,2545.04,2545.04
TX000318,920.33,payment_timed_out,Credit Card,72.0,True,920.33,0.25,0.6390374331550804,High,True,920.33,0.0
TX000320,8016.61,transaction_limit_exceeded,Net Banking,,False,0.0,12.0,0.12338308457711442,Low,True,8016.61,8016.61
TX000321,1303.75,payment_timed_out,Debit Card,,False,0.0,0.25,0.835820895522388,High,True,1303.75,1303.75
TX000323,11163.09,payment_timed_out,Credit Card,,False,0.0,0.5,0.7035830618892507,High,True,11163.09,11163.09
TX000325,1257.34,server_error,Credit Card,,False,0.0,0.25,0.47667804323094426,Medium,True,1257.34,1257.34
