transaction_id,customer_id,decline_reason,decline_bucket,amount_inr,payment_method,failure_timestamp,hour_of_day,day_of_month,day_of_week,retry_attempt_number,candidate_retry_hours,customer_previous_success_rate,customer_previous_failure_count,days_since_last_successful_payment,retry_success
TX000002,C00716,payment_cancelled,HARD_FAILURE,19681.72,UPI,2026-05-26 19:19:39+05:30,19,26,1,8,24.0,1.0,0,13.081,0
TX000002,C00716,payment_cancelled,HARD_FAILURE,19681.72,UPI,2026-05-26 19:19:39+05:30,19,26,1,9,48.0,1.0,0,13.081,0
TX000002,C00716,payment_cancelled,HARD_FAILURE,19681.72,UPI,2026-05-26 19:19:39+05:30,19,26,1,10,72.0,1.0,0,13.081,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,1,0.25,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,2,0.5,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,3,1.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,4,2.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,5,4.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,6,6.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,7,12.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,8,24.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,9,48.0,0.5,1,24.304,0
TX000003,C00151,card_declined,SOFT_RETRY,1347.54,Debit Card,2026-01-28 12:04:28+05:30,12,28,2,10,72.0,0.5,1,24.304,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,1,0.25,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,2,0.5,0.55,0,-1.0,1
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,3,1.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,4,2.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,5,4.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,6,6.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,7,12.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,8,24.0,0.55,0,-1.0,1
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,9,48.0,0.55,0,-1.0,0
TX000004,C01637,gateway_technical_error,SOFT_RETRY,546.69,Net Banking,2026-01-13 20:59:15+05:30,20,13,1,10,72.0,0.55,0,-1.0,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,1,0.25,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,2,0.5,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,3,1.0,0.25,3,62.821,1
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,4,2.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,5,4.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,6,6.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,7,12.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,8,24.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,9,48.0,0.25,3,62.821,0
TX000005,C00989,payment_timed_out,SOFT_RETRY,1053.88,UPI,2026-06-10 11:39:35+05:30,11,10,2,10,72.0,0.25,3,62.821,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,1,0.25,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,2,0.5,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,3,1.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,4,2.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,5,4.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,6,6.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,7,12.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,8,24.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,9,48.0,0.55,0,-1.0,0
TX000006,C01397,card_not_enrolled,HARD_FAILURE,12156.83,Debit Card,2026-03-16 21:45:24+05:30,21,16,0,10,72.0,0.55,0,-1.0,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,1,0.25,0.25,3,75.449,1
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,2,0.5,0.25,3,75.449,1
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,3,1.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,4,2.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,5,4.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,6,6.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,7,12.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,8,24.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,9,48.0,0.25,3,75.449,0
TX000007,C00949,payment_timed_out,SOFT_RETRY,709.19,UPI,2026-04-10 06:14:00+05:30,6,10,4,10,72.0,0.25,3,75.449,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,1,0.25,0.55,0,-1.0,1
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,2,0.5,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,3,1.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,4,2.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,5,4.0,0.55,0,-1.0,1
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,6,6.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,7,12.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,8,24.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,9,48.0,0.55,0,-1.0,0
TX000008,C00752,payment_timed_out,SOFT_RETRY,6400.97,UPI,2026-01-19 10:58:18+05:30,10,19,0,10,72.0,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,1,0.25,0.55,0,-1.0,1
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,2,0.5,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,3,1.0,0.55,0,-1.0,1
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,4,2.0,0.55,0,-1.0,1
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,5,4.0,0.55,0,-1.0,1
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,6,6.0,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,7,12.0,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,8,24.0,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,9,48.0,0.55,0,-1.0,0
TX000009,C00854,payment_timed_out,SOFT_RETRY,350.39,UPI,2026-03-28 09:09:15+05:30,9,28,5,10,72.0,0.55,0,-1.0,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,1,0.25,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,2,0.5,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,3,1.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,4,2.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,5,4.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,6,6.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,7,12.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,8,24.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,9,48.0,0.6666666666666666,1,31.005,0
TX000010,C00146,payment_risk_check_failed,DO_NOT_RETRY,17660.43,Net Banking,2026-04-04 04:00:24+05:30,4,4,5,10,72.0,0.6666666666666666,1,31.005,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,1,0.25,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,2,0.5,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,3,1.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,4,2.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,5,4.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,6,6.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,7,12.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,8,24.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,9,48.0,0.55,0,-1.0,0
TX000011,C01587,debit_instrument_blocked,HARD_FAILURE,803.35,Debit Card,2026-04-03 10:45:35+05:30,10,3,4,10,72.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,1,0.25,0.55,0,-1.0,1
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,2,0.5,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,3,1.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,4,2.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,5,4.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,6,6.0,0.55,0,-1.0,1
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,7,12.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,8,24.0,0.55,0,-1.0,1
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,9,48.0,0.55,0,-1.0,0
TX000012,C00240,insufficient_funds,SOFT_RETRY,2585.77,UPI,2026-01-31 15:38:28+05:30,15,31,5,10,72.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,1,0.25,0.55,0,-1.0,1
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,2,0.5,0.55,0,-1.0,1
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,3,1.0,0.55,0,-1.0,1
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,4,2.0,0.55,0,-1.0,1
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,5,4.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,6,6.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,7,12.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,8,24.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,9,48.0,0.55,0,-1.0,0
TX000013,C01794,bank_technical_error,SOFT_RETRY,376.02,UPI,2026-02-03 20:37:53+05:30,20,3,1,10,72.0,0.55,0,-1.0,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,1,0.25,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,2,0.5,1.0,0,29.749,1
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,3,1.0,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,4,2.0,1.0,0,29.749,1
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,5,4.0,1.0,0,29.749,1
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,6,6.0,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,7,12.0,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,8,24.0,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,9,48.0,1.0,0,29.749,0
TX000014,C00037,payment_declined_due_to_high_traffic,SOFT_RETRY,966.2,Credit Card,2026-02-12 01:34:34+05:30,1,12,3,10,72.0,1.0,0,29.749,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,1,0.25,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,2,0.5,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,3,1.0,0.6666666666666666,1,12.039,1
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,4,2.0,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,5,4.0,0.6666666666666666,1,12.039,1
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,6,6.0,0.6666666666666666,1,12.039,1
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,7,12.0,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,8,24.0,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,9,48.0,0.6666666666666666,1,12.039,0
TX000015,C00636,server_error,SOFT_RETRY,780.94,Debit Card,2026-03-11 15:39:02+05:30,15,11,2,10,72.0,0.6666666666666666,1,12.039,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,1,0.25,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,2,0.5,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,3,1.0,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,4,2.0,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,5,4.0,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,6,6.0,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,7,12.0,0.6666666666666666,1,23.243,0
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,8,24.0,0.6666666666666666,1,23.243,1
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,9,48.0,0.6666666666666666,1,23.243,1
TX000016,C00117,insufficient_funds,SOFT_RETRY,1309.18,UPI,2026-06-01 13:08:40+05:30,13,1,0,10,72.0,0.6666666666666666,1,23.243,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,1,0.25,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,2,0.5,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,3,1.0,0.55,0,-1.0,1
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,4,2.0,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,5,4.0,0.55,0,-1.0,1
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,6,6.0,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,7,12.0,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,8,24.0,0.55,0,-1.0,0
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,9,48.0,0.55,0,-1.0,1
TX000017,C01622,insufficient_funds,SOFT_RETRY,25306.69,UPI,2026-02-09 06:02:53+05:30,6,9,0,10,72.0,0.55,0,-1.0,0
TX000018,C00139,card_declined,SOFT_RETRY,375.45,Debit Card,2026-06-05 09:39:17+05:30,9,5,4,1,0.25,0.5,2,94.606,0
TX000018,C00139,card_declined,SOFT_RETRY,375.45,Debit Card,2026-06-05 09:39:17+05:30,9,5,4,2,0.5,0.5,2,94.606,0
